"player_name","player_year","player_Rk","player_Pk","player_Tm","player_College","player_Yrs","player_G","player_MP","player_PTS","player_TRB","player_AST","player_FG","player_FT","player_WS","player_WS48","player_BPM","player_selection6","player_VORP","player_P3"
"Jeff Fosnes","1976 NBA Draft","68","68","GSW","Vanderbilt","","","","","","","","","","","","","",""
"Nate Williams","1976 NBA Draft","69","69","CHI","Illinois","","","","","","","","","","","","","",""
"Ron Davis","1976 NBA Draft","70","70","ATL","Washington State","3","78","12.2","5.3","1.8","0.7",".420",".571","0.1",".007","-3.6","-0.5","-0.5",".250"
"Willie Hodge","1976 NBA Draft","71","71","KCK","Duke","","","","","","","","","","","","","",""
"Jim Hearns","1976 NBA Draft","72","72","DET","Marymount College","","","","","","","","","","","","","",""
"Gary Reddings","1976 NBA Draft","73","73","POR","Auburn","","","","","","","","","","","","","",""
"Paul Griffin","1976 NBA Draft","74","74","NOJ","Western Michigan","7","480","20.9","5.1","5.5","2.3",".505",".692","19.6",".094","0.3","5.9","5.9",""
"Tom Lockhart","1976 NBA Draft","75","75","MIL","Manhattan College","","","","","","","","","","","","","",""
"Beaver Smith","1976 NBA Draft","76","76","NYK","St. John's","","","","","","","","","","","","","",""
"James Rappis","1976 NBA Draft","77","77","MIL","Arizona","","","","","","","","","","","","","",""
"Dave Marrs","1976 NBA Draft","78","78","HOU","Houston","","","","","","","","","","","","","",""
"Ralph Walker","1976 NBA Draft","79","79","PHO","Saint Mary's","","","","","","","","","","","","","",""
"Robert Gray","1976 NBA Draft","80","80","SEA","Wichita State","","","","","","","","","","","","","",""
"Jeff Browne","1976 NBA Draft","81","81","PHI","Missouri Western State College","","","","","","","","","","","","","",""
"Connie White","1976 NBA Draft","82","82","ATL","California","","","","","","","","","","","","","",""
"L.C. Mason","1976 NBA Draft","83","83","WSB","Alabama State University","","","","","","","","","","","","","",""
"Edmund Lawrence","1976 NBA Draft","84","84","CLE","McNeese State University","1","3","6.3","4.0","1.3","0.3",".625",".500","0.1",".201","-3.7","0.0","0.0",""
"Louis McKinney","1976 NBA Draft","85","85","BOS","Saint Louis","","","","","","","","","","","","","",""
"Carl Bird","1976 NBA Draft","86","86","GSW","California","","","","","","","","","","","","","",""
"Tom Paulin","1976 NBA Draft","87","87","CHI","Winston-Salem State","","","","","","","","","","","","","",""
"Pete Padgett","1976 NBA Draft","88","88","ATL","Nevada","","","","","","","","","","","","","",""
"Andre McCarter","1976 NBA Draft","89","89","KCK","UCLA","3","103","11.5","3.8","0.9","1.7",".431",".725","1.1",".046","-2.5","-0.2","-0.2",".250"
"Russell Davis","1976 NBA Draft","90","90","DET","Virginia Tech","","","","","","","","","","","","","",""
"Duane Barnett","1976 NBA Draft","91","91","GSW","Stanford","","","","","","","","","","","","","",""
"Phil Spence","1976 NBA Draft","92","92","MIL","NC State","","","","","","","","","","","","","",""
"Joe Jones","1976 NBA Draft","93","93","NYK","Grambling State University","","","","","","","","","","","","","",""
"Barnard Tomlin","1976 NBA Draft","94","94","NOJ","Hofstra","","","","","","","","","","","","","",""
"Ed Schweitzer","1976 NBA Draft","95","95","LAL","Stanford","","","","","","","","","","","","","",""
"Robert Paige","1976 NBA Draft","96","96","HOU","Houston Baptist University","","","","","","","","","","","","","",""
"Carl Brown","1976 NBA Draft","97","97","PHO","Eastern Kentucky University","","","","","","","","","","","","","",""
"Darrell Peterson","1976 NBA Draft","98","98","SEA","Wake Forest","","","","","","","","","","","","","",""
"Mike Dunleavy","1976 NBA Draft","99","99","PHI","South Carolina","11","438","19.2","8.0","1.6","3.9",".467",".810","16.1",".092","-0.7","2.9","2.9",".339"
"Danny Odums","1976 NBA Draft","100","100","BUF","Fairfield","","","","","","","","","","","","","",""
"Pat Tallent","1976 NBA Draft","101","101","WSB","George Washington","","","","","","","","","","","","","",""
"Harry Davis","1976 NBA Draft","102","102","CLE","Morris Brown College","","","","","","","","","","","","","",""
"Art Collins","1976 NBA Draft","103","103","BOS","St. Thomas University","1","29","13.6","3.2","1.4","0.9",".354",".667","-0.4","-.054","-5.8","-0.4","-0.4",".000"
"Gene Cunningham","1976 NBA Draft","104","104","GSW","Norfolk State","","","","","","","","","","","","","",""
"Barry McLeod","1976 NBA Draft","105","105","CHI","Centenary (LA)","","","","","","","","","","","","","",""
"Carl Gerlach","1976 NBA Draft","106","106","ATL","Kansas State","","","","","","","","","","","","","",""
"Craig Prosser","1976 NBA Draft","107","107","KCK","Canisius","","","","","","","","","","","","","",""
"Curt Peterson","1976 NBA Draft","108","108","DET","University of Puget Sound","","","","","","","","","","","","","",""
"Al DeWitt","1976 NBA Draft","109","109","POR","Weber State","","","","","","","","","","","","","",""
"Boyd Batts","1976 NBA Draft","110","110","NYK","UNLV","","","","","","","","","","","","","",""
"Andy Walker","1976 NBA Draft","111","111","NOJ","Niagara University","1","40","11.0","4.5","1.9","0.8",".462",".766","0.7",".081","-1.1","0.1","0.1",""
"Ron Barrow","1976 NBA Draft","112","112","MIL","Southern University and A&M College","","","","","","","","","","","","","",""
"Tommie Lipsey","1976 NBA Draft","113","113","LAL","UCLA","","","","","","","","","","","","","",""
"Barry Davis","1976 NBA Draft","114","114","HOU","Texas A&M","","","","","","","","","","","","","",""
"Brad Warble","1976 NBA Draft","115","115","PHO","Eastern Illinois University","","","","","","","","","","","","","",""
"Mark Klein","1976 NBA Draft","116","116","SEA","Malone College","","","","","","","","","","","","","",""
"Phil Walker","1976 NBA Draft","117","117","PHI","Millersville","1","40","9.6","4.5","1.3","1.4",".354",".667","-0.4","-.045","-4.6","-0.3","-0.3",""
"Frank Jones","1976 NBA Draft","118","118","BUF","Tennessee Technological University","","","","","","","","","","","","","",""
"Ralph Vallott","1976 NBA Draft","119","119","WSB","Loyola Chicago","","","","","","","","","","","","","",""
"Johnny Britt","1976 NBA Draft","120","120","CLE","Western Kentucky","","","","","","","","","","","","","",""
"Ralph Drollinger","1976 NBA Draft","121","121","BOS","UCLA","1","6","11.2","2.5","3.2","2.3",".500",".250","-0.2","-.117","-4.1","-0.1","-0.1",""
"Jesse Campbell","1976 NBA Draft","122","122","GSW","Mercyhurst College","","","","","","","","","","","","","",""
"Dale Koehler","1976 NBA Draft","123","123","CLE","Wisconsin","","","","","","","","","","","","","",""
"Doug Terry","1976 NBA Draft","124","124","ATL","Utah","","","","","","","","","","","","","",""
"Mike Davis","1976 NBA Draft","125","125","KCK","Bradley","","","","","","","","","","","","","",""
"Randy Henry","1976 NBA Draft","126","126","DET","Illinois State","","","","","","","","","","","","","",""
"Brant Gibbler","1976 NBA Draft","127","127","POR","University of Puget Sound","","","","","","","","","","","","","",""
"Richard Bryant","1976 NBA Draft","128","128","NOJ","Texas State University","","","","","","","","","","","","","",""
"Bob Warner","1976 NBA Draft","129","129","MIL","University of Maine","","","","","","","","","","","","","",""
"Rick McCutcheon","1976 NBA Draft","130","130","NYK","Arizona State","","","","","","","","","","","","","",""
"Ed Gregg","1976 NBA Draft","131","131","LAL","Utah State University","","","","","","","","","","","","","",""
"Dan Kruger","1976 NBA Draft","132","132","HOU","Texas","","","","","","","","","","","","","",""
"Tom DeBerry","1976 NBA Draft","133","133","PHO","Northern Arizona University","","","","","","","","","","","","","",""
"Norton Barnhill","1976 NBA Draft","134","134","SEA","Washington State","1","4","2.5","1.0","0.8","0.3",".333","","0.0","-.198","-5.3","0.0","0.0",""
"Lee Dixon","1976 NBA Draft","135","135","PHI","Hardin-Simmons University","","","","","","","","","","","","","",""
"Mark McAndrew","1976 NBA Draft","136","136","BUF","Providence","","","","","","","","","","","","","",""
"Merlin Wilson","1976 NBA Draft","137","137","WSB","Georgetown","","","","","","","","","","","","","",""
"Tim Sisneros","1976 NBA Draft","138","138","CLE","Middle Tennessee","","","","","","","","","","","","","",""
"John Clark","1976 NBA Draft","139","139","BOS","Northeastern University","","","","","","","","","","","","","",""
"Stan Boskovich","1976 NBA Draft","140","140","GSW","West Virginia","","","","","","","","","","","","","",""
"John Thomas","1976 NBA Draft","141","141","CHI","UConn","","","","","","","","","","","","","",""
"Bob Kovach","1976 NBA Draft","142","142","ATL","San Diego State","","","","","","","","","","","","","",""
"Dave Logan","1976 NBA Draft","143","143","KCK","Colorado","","","","","","","","","","","","","",""
"Bill Martin","1976 NBA Draft","144","144","DET","Hartwick College","","","","","","","","","","","","","",""
"Rob Torresdal","1976 NBA Draft","145","145","POR","Linfield College","","","","","","","","","","","","","",""
"Benny Shaw","1976 NBA Draft","146","146","MIL","Central Florida","","","","","","","","","","","","","",""
"Archie Talley","1976 NBA Draft","147","147","NYK","Salem International University","","","","","","","","","","","","","",""
"Calvin Robinson","1976 NBA Draft","148","148","NOJ","Mississippi Valley State University","","","","","","","","","","","","","",""
"David Pickett","1976 NBA Draft","149","149","LAL","Louisiana-Monroe","","","","","","","","","","","","","",""
"John Irving","1976 NBA Draft","150","150","PHO","Hofstra","","","","","","","","","","","","","",""
"Ron Johnson","1976 NBA Draft","151","151","SEA","North Carolina A&T","","","","","","","","","","","","","",""
"Fly Williams","1976 NBA Draft","152","152","PHI","Austin Peay State University","","","","","","","","","","","","","",""
"Bob Rozyczko","1976 NBA Draft","153","153","BUF","St. Bonaventure","","","","","","","","","","","","","",""
"Clyde Agnew","1976 NBA Draft","154","154","WSB","Newberry College","","","","","","","","","","","","","",""
"Bruce Parkinson","1976 NBA Draft","155","155","CLE","Purdue","","","","","","","","","","","","","",""
"Bill Collins","1976 NBA Draft","156","156","BOS","Boston College","","","","","","","","","","","","","",""
"Howard Smith","1976 NBA Draft","157","157","GSW","San Francisco","","","","","","","","","","","","","",""
"John Hudson","1976 NBA Draft","158","158","CHI","Concord University","","","","","","","","","","","","","",""
"Mike Dickerson","1976 NBA Draft","159","159","ATL","South Florida","","","","","","","","","","","","","",""
"Harry Bailey","1976 NBA Draft","160","160","KCK","University of North Texas","","","","","","","","","","","","","",""
"Bob Johnson","1976 NBA Draft","161","161","DET","Wisconsin","","","","","","","","","","","","","",""
"Marcos Leite","1976 NBA Draft","162","162","POR","Pepperdine","","","","","","","","","","","","","",""
"Eugene Shy","1976 NBA Draft","163","163","NYK","Florida","","","","","","","","","","","","","",""
"Art Johnson","1976 NBA Draft","164","164","NOJ","Iowa State","","","","","","","","","","","","","",""
"Hugo Cabrera","1976 NBA Draft","165","165","MIL","East Texas State University","","","","","","","","","","","","","",""
"Gary Jackson","1976 NBA Draft","166","166","PHO","Arizona State","","","","","","","","","","","","","",""
"Ricky Lewis","1976 NBA Draft","167","167","SEA","Alcorn State","","","","","","","","","","","","","",""
"Ed Stefanski","1976 NBA Draft","168","168","PHI","Penn","","","","","","","","","","","","","",""
"Tim Stokes","1976 NBA Draft","169","169","BUF","Canisius","","","","","","","","","","","","","",""
"Mike Beuscher","1976 NBA Draft","170","170","WSB","Seton Hall","","","","","","","","","","","","","",""
"Elisha McSweeney","1976 NBA Draft","171","171","CLE","Minnesota State University, Mankato","","","","","","","","","","","","","",""
"Otho Tucker","1976 NBA Draft","172","172","BOS","Illinois","","","","","","","","","","","","","",""
"Ken Smith","1976 NBA Draft","173","173","GSW","San Diego State","","","","","","","","","","","","","",""
"Kent Benson","1977 NBA Draft","1","1","MIL","Indiana","11","680","23.1","9.1","5.7","1.8",".493",".757","33.6",".103","0.2","8.8","8.8",".206"
"Otis Birdsong","1977 NBA Draft","2","2","KCK","Houston","12","696","31.1","18.0","3.0","3.2",".506",".655","48.2",".107","0.6","14.3","14.3",".274"
"Marques Johnson","1977 NBA Draft","3","3","MIL","UCLA","11","691","34.3","20.1","7.0","3.6",".518",".739","79.8",".162","3.3","31.7","31.7",".152"
"Greg Ballard","1977 NBA Draft","4","4","WSB","Oregon","11","802","27.5","12.4","6.1","2.2",".472",".787","54.0",".117","1.2","18.1","18.1",".338"
"Walter Davis","1977 NBA Draft","5","5","PHO","UNC","15","1033","27.9","18.9","3.0","3.8",".511",".851","76.9",".128","1.5","25.3","25.3",".272"
"Kenny Carr","1977 NBA Draft","6","6","LAL","NC State","10","674","25.5","11.6","7.4","1.4",".510",".684","33.6",".094","-1.5","2.3","2.3",".079"
"Bernard King","1977 NBA Draft","7","7","NJN","Tennessee","14","874","33.7","22.5","5.8","3.3",".518",".730","75.4",".123","1.7","27.0","27.0",".172"
"Jack Sikma","1977 NBA Draft","8","8","SEA","Illinois Wesleyan University","14","1107","33.4","15.6","9.8","3.2",".464",".849","112.5",".146","2.0","37.0","37.0",".328"
"Tom LaGarde","1977 NBA Draft","9","9","DEN","UNC","6","312","19.9","7.6","5.1","1.5",".462",".640","6.5",".050","-3.0","-1.6","-1.6",".000"
"Ray Williams","1977 NBA Draft","10","10","NYK","Minnesota","10","655","28.2","15.5","3.6","5.8",".451",".802","37.1",".096","1.6","16.8","16.8",".237"
"Ernie Grunfeld","1977 NBA Draft","11","11","MIL","Tennessee","9","693","18.6","7.4","2.6","2.0",".477",".770","25.0",".093","-0.5","4.9","4.9",".337"
"Cedric Maxwell","1977 NBA Draft","12","12","BOS","UNC Charlotte","11","835","28.5","12.5","6.3","2.2",".546",".784","78.5",".159","1.7","22.1","22.1",".053"
"Tate Armstrong","1977 NBA Draft","13","13","CHI","Duke","2","92","10.6","3.8","1.0","1.1",".454",".800","0.3",".017","-3.1","-0.3","-0.3",""
"Tree Rollins","1977 NBA Draft","14","14","ATL","Clemson","18","1156","20.8","5.4","5.8","0.6",".522",".700","63.9",".128","1.1","18.8","18.8",".000"
"Brad Davis","1977 NBA Draft","15","15","LAL","Maryland","15","961","23.2","8.2","1.8","4.9",".510",".828","53.6",".115","0.1","12.1","12.1",".321"
"Rickey Green","1977 NBA Draft","16","16","GSW","Michigan","14","946","24.6","9.4","1.9","5.5",".469",".807","47.2",".097","0.5","15.0","15.0",".207"
"Bo Ellis","1977 NBA Draft","17","17","WSB","Marquette","3","168","11.8","3.6","2.9","0.7",".431",".731","2.5",".060","-2.6","-0.3","-0.3",".000"
"Wesley Cox","1977 NBA Draft","18","18","GSW","Louisville","2","74","11.0","4.6","2.8","0.3",".412",".510","0.1",".007","-6.0","-0.9","-0.9",""
"Rich Laurel","1977 NBA Draft","19","19","POR","Hofstra","1","10","5.7","2.4","1.0","0.3",".323","1.000","0.0","-.034","-5.1","-0.1","-0.1",""
"Glenn Mosley","1977 NBA Draft","20","20","PHI","Seton Hall","2","32","7.6","3.1","2.2","0.7",".409",".578","0.2",".042","-2.9","-0.1","-0.1",""
"Anthony Roberts","1977 NBA Draft","21","21","DEN","Oral Roberts","5","213","18.2","7.8","3.9","1.2",".412",".699","3.3",".041","-4.2","-2.3","-2.3",".000"
"Norm Nixon","1977 NBA Draft","22","22","LAL","Duquesne","10","768","35.5","15.7","2.6","8.3",".483",".772","47.6",".084","-0.5","10.2","10.2",".294"
"Mike Glenn","1977 NBA Draft","23","23","CHI","Southern Illinois","10","593","16.2","7.6","1.2","1.6",".542",".855","25.3",".126","0.3","5.6","5.6",".286"
"Larry Johnson","1977 NBA Draft","24","24","BUF","Kentucky","1","4","9.5","1.5","1.3","1.8",".231",".000","-0.1","-.099","-2.9","0.0","0.0",""
"Wilson Washington","1977 NBA Draft","25","25","PHI","Old Dominion","2","100","17.0","7.3","4.5","0.6",".497",".605","2.1",".060","-2.4","-0.2","-0.2",""
"Glen Gondrezick","1977 NBA Draft","26","26","NYK","UNLV","6","435","17.3","5.8","4.5","1.4",".473",".724","15.9",".101","0.2","4.2","4.2",".143"
"Glenn Williams","1977 NBA Draft","27","27","MIL","St. John's","","","","","","","","","","","","","",""
"Kim Anderson","1977 NBA Draft","28","28","POR","Missouri","1","21","10.7","3.0","2.1","0.7",".312",".536","-0.4","-.078","-7.5","-0.4","-0.4",""
"Alonzo Bradley","1977 NBA Draft","29","29","IND","Texas Southern","3","99","11.5","4.4","1.5","0.7",".418",".703","-0.2","-.007","-4.6","-0.8","-0.8","1.000"
"Steve Sheppard","1977 NBA Draft","30","30","CHI","Maryland","2","106","9.2","3.5","1.7","0.6",".459",".633","0.9",".045","-3.0","-0.2","-0.2",""
"Eddie Owens","1977 NBA Draft","31","31","KCK","UNLV","1","8","7.9","2.6","1.3","0.6",".429",".500","0.0",".027","-3.9","0.0","0.0",""
"Toby Knight","1977 NBA Draft","32","32","NYK","Notre Dame","4","283","25.9","12.9","5.1","1.2",".519",".740","15.7",".103","-0.9","2.1","2.1",".000"
"Eddie Jordan","1977 NBA Draft","33","33","CLE","Rutgers University","7","420","20.3","8.1","1.9","3.8",".414",".763","8.8",".050","-0.3","3.6","3.6",".224"
"Larry Moffett","1977 NBA Draft","34","34","HOU","UNLV","1","20","5.5","0.8","1.1","0.4",".294",".600","-0.1","-.042","-4.6","-0.1","-0.1",""
